uni,n,k,date,p,V_full,V_flat,V_proj,rot_cv,ctl_relexc,lam_spread
mid,63,1,2020-04-01,365,0.23743871868021926,0.23743871868021904,0.3231145153720672,,1.2150352322543156,1.0
mid,63,1,2020-05-01,365,0.20506310632151012,0.20506310632151034,0.19287314633942335,,0.9406259575576472,1.0
mid,63,1,2020-06-01,365,0.2124897775090578,0.21248977750905793,0.2679948956617908,,0.79310975294187,1.0
mid,63,1,2020-07-01,365,0.1628654615002923,0.16286546150029219,0.1984483964713768,,0.24904014651407302,1.0
mid,63,1,2020-08-03,366,0.12591416540127334,0.12591416540127345,0.142709191814296,,0.11386087996201621,1.0
mid,63,1,2020-09-01,367,0.21138035677829242,0.21138035677829253,0.246294494303552,,0.1191915062569866,1.0
mid,63,1,2020-10-01,370,0.1468494709026951,0.14684947090269512,0.1724622354291804,,0.5262667725203609,1.0
mid,63,1,2020-11-02,370,0.33181066891785005,0.3318106689178502,0.3438277034650442,,-0.1423005879582302,1.0
mid,63,1,2020-12-01,370,0.11731149589891668,0.11731149589891667,0.131427462714094,,0.19460471911371968,1.0
mid,63,1,2021-01-04,372,0.18831096968699618,0.18831096968699612,0.21442619191646323,,0.286592032855596,1.0
mid,63,1,2021-02-01,373,0.15481044116816417,0.15481044116816417,0.23247740638497177,,0.13489174638323775,1.0
mid,63,1,2021-03-01,374,0.15226592453298124,0.15226592453298138,0.26245043976080196,,0.2804946620685629,1.0
mid,63,1,2021-04-01,375,0.06432224212909175,0.06432224212909175,0.12159472503445783,,0.6338469565859273,1.0
mid,63,1,2021-05-03,376,0.11923662945927274,0.11923662945927278,0.1486882800196625,,0.39688114064534163,1.0
mid,63,1,2021-06-01,376,0.1043180163778002,0.10431801637780024,0.13376411755525208,,0.3725192517932572,1.0
mid,63,1,2021-07-01,377,0.08597596262164439,0.08597596262164438,0.10620583290161854,,1.081828354677516,1.0
mid,63,1,2021-08-02,379,0.08179866444587638,0.08179866444587637,0.09649292582045539,,0.45998888739874877,1.0
mid,63,1,2021-09-01,379,0.09953071600311549,0.09953071600311549,0.1189253593258748,,0.5200075611956021,1.0
mid,63,1,2021-10-01,381,0.09686687163587165,0.09686687163587174,0.12887038285307667,,0.3499017126762549,1.0
mid,63,1,2021-11-01,385,0.09150378678372917,0.09150378678372909,0.10471284256813722,,0.7566183690164037,1.0
mid,63,1,2021-12-01,385,0.1301300126765994,0.13013001267659935,0.15228430949908306,,0.4757020164458854,1.0
mid,63,1,2022-01-03,386,0.13621734653391554,0.13621734653391554,0.17423561242753605,,0.41988758202637544,1.0
mid,63,1,2022-02-01,387,0.18199074838812676,0.18199074838812676,0.19526140897566618,,0.22419641345169983,1.0
mid,63,1,2022-03-01,387,0.16811406244782365,0.1681140624478239,0.1902962283053595,,0.4081216657448219,1.0
mid,63,1,2022-04-01,387,0.18514498993402673,0.18514498993402673,0.19546118405765578,,0.19058041506770973,1.0
mid,63,1,2022-05-02,387,0.17240518156012713,0.17240518156012713,0.20747674626531654,,0.7353227984587043,1.0
mid,63,1,2022-06-01,387,0.1979359689071587,0.19793596890715856,0.22922082324771975,,0.5916497254701092,1.0
mid,63,1,2022-07-01,388,0.20050255182374324,0.200502551823743,0.24889495197099842,,-0.06917976799488823,1.0
